inventory_id,fig_num,quantity
19192,fig-001628,1
19195,fig-001762,1
19195,fig-002691,1
19195,fig-002692,1
19228,fig-002611,1
19228,fig-002612,1
19229,fig-002595,1
19229,fig-002596,1
19354,fig-001541,1
19439,fig-001629,1
19446,fig-001630,1
19450,fig-002565,2
19450,fig-002566,1
19450,fig-002567,1
19450,fig-002568,1
19450,fig-002569,1
19466,fig-002692,1
19466,fig-002693,1
19495,fig-002605,1
19495,fig-002606,1
19497,fig-002609,1
19497,fig-002610,1
19568,fig-002692,1
19568,fig-002695,1
19568,fig-002696,1
19568,fig-002697,1
19571,fig-002692,1
19571,fig-002694,1
19582,fig-000248,1
19670,fig-001714,1
19670,fig-001810,1
19670,fig-002057,1
19670,fig-002514,1
19670,fig-002544,1
19670,fig-002549,1
19670,fig-002550,1
19670,fig-002551,1
19703,fig-000179,1
19703,fig-002594,1
19719,fig-001631,1
19722,fig-001632,1
19738,fig-001633,1
19871,fig-001634,1
19872,fig-001635,1
19875,fig-001636,1
19931,fig-001637,1
19932,fig-001638,1
19934,fig-001639,1
19935,fig-001640,1
19936,fig-001641,1
19937,fig-001642,1
19938,fig-001643,1
19982,fig-001644,1
19983,fig-001645,1
19984,fig-001646,1
19985,fig-001647,1
19988,fig-001648,1
19989,fig-001649,1
19990,fig-001650,1
19991,fig-001651,1
20003,fig-001652,1
20008,fig-000065,1
20161,fig-001541,1
20190,fig-000406,1
20347,fig-001653,1
20385,fig-001654,1
20409,fig-001655,1
20479,fig-001656,1
20600,fig-000425,1
20620,fig-001657,1
20835,fig-000374,2
20850,fig-001658,1
20916,fig-001659,1
20962,fig-001660,1
21002,fig-001804,1
21002,fig-001805,1
21036,fig-001661,1
21051,fig-001662,1
21081,fig-001663,1
21082,fig-001664,1
21088,fig-001665,1
21095,fig-001666,1
21096,fig-001667,1
21097,fig-001668,1
21113,fig-001672,1
21113,fig-001755,1
21113,fig-001756,1
21114,fig-002634,1
21114,fig-002635,1
21115,fig-002640,1
21115,fig-002641,1
21116,fig-002627,1
21116,fig-002628,1
21117,fig-002636,1
21117,fig-002637,1
21119,fig-002621,1
21119,fig-002622,1
21120,fig-001669,1
21121,fig-001670,1
21122,fig-001671,1
21123,fig-001672,1
21124,fig-001673,1
21125,fig-001674,1
21194,fig-001675,1
21202,fig-001676,1
21203,fig-001677,1
21206,fig-001678,1
21218,fig-001679,1
21219,fig-001680,1
21223,fig-001681,1
21230,fig-001672,1
21232,fig-001673,1
21234,fig-001991,1
21234,fig-002094,1
21234,fig-002198,1
21237,fig-001682,1
21241,fig-001683,1
21247,fig-001684,1
21248,fig-001685,1
21249,fig-001686,1
21250,fig-001687,1
21251,fig-001688,1
21252,fig-001689,1
21256,fig-002467,1
21256,fig-002468,1
21256,fig-002469,1
21271,fig-001541,1
21271,fig-002212,1
21273,fig-001804,1
21273,fig-002175,1
21273,fig-002176,1
21276,fig-001690,1
21561,fig-001691,1
21572,fig-001692,1
21573,fig-001693,1
21574,fig-001694,1
21580,fig-001695,1
21581,fig-001696,1
21582,fig-001697,1
21583,fig-001698,1
21584,fig-001699,1
21585,fig-001700,1
21586,fig-001701,1
21587,fig-001702,1
21588,fig-001703,1
21589,fig-001704,1
21590,fig-001705,1
21591,fig-001706,1
21592,fig-001707,1
21593,fig-001708,1
21594,fig-001709,1
21596,fig-001710,1
21597,fig-001711,1
21598,fig-001712,1
21599,fig-001713,1
21648,fig-000456,1
21648,fig-002336,1
21711,fig-001714,1
21712,fig-001715,1
21848,fig-001716,1
21862,fig-000840,1
21862,fig-002446,1
21862,fig-002447,1
21862,fig-002448,1
21874,fig-001717,1
21877,fig-001718,1
21934,fig-002454,1
21934,fig-002455,1
22011,fig-001719,1
22047,fig-001720,1
22176,fig-001721,1
22525,fig-001053,1
22545,fig-001722,1
22660,fig-000967,1
22660,fig-002440,1
22683,fig-002256,2
22683,fig-002257,1
22687,fig-001723,1
22689,fig-001724,1
22740,fig-001407,4
22793,fig-001725,1
22834,fig-001726,1
22837,fig-001727,1
22839,fig-001728,1
22935,fig-001729,1
23048,fig-001730,1
23049,fig-001731,1
23051,fig-000020,1
23052,fig-001732,1
23053,fig-001733,1
23055,fig-001734,1
23057,fig-001735,1
23137,fig-001818,1
23137,fig-002060,1
23211,fig-001736,1
23214,fig-001737,1
23215,fig-001738,1
23216,fig-001739,1
23217,fig-001740,1
23218,fig-001741,1
23219,fig-001742,1
23220,fig-001743,1
23221,fig-001744,1
23222,fig-001745,1
23223,fig-001746,1
23224,fig-001747,1
23225,fig-001748,1
23226,fig-001749,1
23227,fig-001750,1
23228,fig-001751,1
23229,fig-001752,1
23230,fig-001753,1
23309,fig-001580,1
23335,fig-000861,1
23351,fig-002134,1
23351,fig-002553,1
23351,fig-002554,1
23359,fig-001754,1
23360,fig-001755,1
23361,fig-001756,1
23362,fig-001674,1
23363,fig-001673,1
23366,fig-001759,1
23368,fig-001760,1
23369,fig-001761,1
23388,fig-001762,1
23411,fig-000462,1
23461,fig-001763,1
23464,fig-001764,1
23478,fig-001765,1
23480,fig-001766,1
23481,fig-001767,1
23483,fig-001768,1
23484,fig-001769,1
23486,fig-001770,1
23514,fig-001771,1
23520,fig-001772,1
23523,fig-001773,1
23544,fig-001774,1
23545,fig-001775,1
23583,fig-001776,1
23596,fig-001777,1
23718,fig-001778,1
23869,fig-001779,1
23929,fig-001730,1
24143,fig-001780,1
24326,fig-001755,1
24327,fig-001756,1
24328,fig-002619,1
24328,fig-002620,1
24330,fig-001782,1
24331,fig-002623,1
24331,fig-002624,1
24332,fig-002639,1
24332,fig-002642,1
24332,fig-002643,1
24333,fig-002630,1
24333,fig-002631,1
24333,fig-002632,1
24333,fig-002633,1
24334,fig-002625,1
24334,fig-002626,1
24345,fig-001783,1
24357,fig-001667,1
24357,fig-002616,1
24357,fig-002629,1
24374,fig-001690,1
24374,fig-002729,1
24618,fig-001784,1
24619,fig-001672,1
24619,fig-001673,1
24619,fig-001755,1
24629,fig-001785,1
24631,fig-002560,1
24631,fig-002561,1
24643,fig-001786,1
24648,fig-001787,1
24650,fig-001788,1
24665,fig-001789,1
24666,fig-001790,1
24667,fig-001791,1
24678,fig-001980,1
24678,fig-002188,1
24678,fig-002190,1
24700,fig-001792,1
24709,fig-001793,1
24815,fig-000061,1
25197,fig-001794,1
25217,fig-000675,1
25223,fig-001795,1
25224,fig-001796,1
25229,fig-001660,1
25303,fig-002060,1
25303,fig-002131,1
25304,fig-002060,1
25304,fig-002131,1
25411,fig-001797,1
25480,fig-001798,1
25484,fig-001799,1
25488,fig-001800,1
25489,fig-001801,1
25492,fig-001802,1
25493,fig-002638,1
25493,fig-002639,1
25522,fig-001803,1
25523,fig-001804,1
25524,fig-001805,1
25525,fig-001806,1
25529,fig-001807,1
25530,fig-001808,1
25531,fig-001809,1
25532,fig-001810,1
25572,fig-001811,1
25806,fig-002267,1
25806,fig-002277,1
26038,fig-001201,1
26048,fig-001812,1
26118,fig-000187,2
26124,fig-001813,1
26211,fig-001814,1
26316,fig-001815,1
26317,fig-001816,1
26338,fig-000884,1
26366,fig-001817,1
26549,fig-001818,1
26552,fig-001819,1
26554,fig-001820,1
26696,fig-001821,1
26699,fig-001822,1
26701,fig-001823,1
26702,fig-001824,1
26703,fig-001825,1
26704,fig-001826,1
26705,fig-001827,1
26706,fig-001828,1
26707,fig-001829,1
26709,fig-001830,1
26710,fig-001831,1
26711,fig-001832,1
26712,fig-001833,1
26713,fig-001834,1
26714,fig-001835,1
26715,fig-001836,1
26716,fig-001837,1
26717,fig-001838,1
26718,fig-001839,1
26720,fig-001840,1
26721,fig-001841,1
26722,fig-001842,1
26960,fig-000977,1
26988,fig-001843,1
27047,fig-001844,1
27208,fig-000014,1
27219,fig-001845,1
27257,fig-001846,1
27338,fig-001847,1
27339,fig-001848,1
27369,fig-001849,1
27371,fig-001850,1
27373,fig-001851,1
27374,fig-001852,1
27375,fig-001853,1
27376,fig-001854,1
27377,fig-001855,1
27449,fig-000871,1
27449,fig-000877,1
27449,fig-002763,1
27451,fig-001856,1
27626,fig-001857,1
27752,fig-001858,1
27753,fig-001859,1
27908,fig-001860,1
27911,fig-000334,1
27914,fig-001861,1
27916,fig-001862,1
27919,fig-001863,1
27920,fig-001761,1
27921,fig-000447,1
27930,fig-001864,1
27932,fig-000447,1
27933,fig-002474,1
27934,fig-001865,1
27936,fig-001366,1
27938,fig-000879,1
27939,fig-001490,1
27940,fig-001307,1
27942,fig-000878,1
27943,fig-001179,1
27945,fig-001332,1
27947,fig-001866,1
27948,fig-002466,1
27949,fig-001867,1
27950,fig-001865,1
27951,fig-002513,1
27952,fig-001868,1
27953,fig-001869,1
27954,fig-000010,1
27956,fig-001870,1
27957,fig-001871,1
27958,fig-001872,1
27964,fig-001873,1
27965,fig-001874,1
28035,fig-001875,1
28038,fig-000675,1
28058,fig-000111,1
28066,fig-002473,1
28069,fig-001876,1
28071,fig-001877,1
28072,fig-001170,1
28073,fig-001878,1
28074,fig-001879,1
28075,fig-001880,1
28076,fig-001881,1
28077,fig-001882,1
28092,fig-001883,1
28094,fig-001884,1
28095,fig-001885,1
28096,fig-001886,1
28097,fig-001887,1
28098,fig-001888,1
28100,fig-002531,1
28101,fig-001889,1
28102,fig-001890,1
28103,fig-001891,1
28104,fig-001887,1
28162,fig-001892,1
28265,fig-001893,1
28288,fig-001894,1
28298,fig-001895,1
28511,fig-001896,1
28665,fig-001906,1
28665,fig-002508,1
28665,fig-002559,1
28998,fig-001897,1
29028,fig-002333,1
29034,fig-001898,1
29279,fig-001899,1
29412,fig-001900,1
29658,fig-001901,1
29659,fig-001902,1
29660,fig-001903,1
29666,fig-001904,1
29668,fig-001905,1
29670,fig-001906,1
29679,fig-001907,1
29725,fig-001723,1
29773,fig-000979,1
29778,fig-001799,1
30005,fig-001908,1
30030,fig-002555,1
30031,fig-001909,1
30034,fig-002555,1
30036,fig-001910,1
30037,fig-001908,1
30040,fig-001911,1
30061,fig-001926,1
30061,fig-001928,1
30063,fig-001926,1
30063,fig-001929,1
30063,fig-002733,1
30063,fig-002734,1
30064,fig-001926,1
30064,fig-001927,1
30064,fig-001928,1
30064,fig-001929,1
30064,fig-002085,1
30064,fig-002582,1
30064,fig-002731,1
30064,fig-002732,1
30066,fig-001912,1
30091,fig-001913,1
30093,fig-002057,1
30093,fig-002542,1
30120,fig-000137,1
30175,fig-002668,1
30175,fig-002669,1
30175,fig-002670,1
30176,fig-001755,1
30177,fig-001756,1
30178,fig-001673,1
30179,fig-001672,1
30180,fig-001914,1
30181,fig-002654,1
30181,fig-002655,1
30182,fig-001915,1
30183,fig-001916,1
30184,fig-001917,1
30185,fig-002650,1
30185,fig-002651,1
30186,fig-001918,1
30187,fig-002671,1
30187,fig-002672,1
30188,fig-002677,1
30188,fig-002678,1
30189,fig-002646,1
30189,fig-002647,1
30190,fig-001919,1
30209,fig-001920,1
30258,fig-001921,1
30259,fig-001922,1
30260,fig-001923,1
30267,fig-001924,1
30268,fig-001925,1
30269,fig-001926,1
30270,fig-001927,1
30271,fig-001928,1
30272,fig-001929,1
30273,fig-002085,1
30273,fig-002582,1
30274,fig-002085,1
30322,fig-001930,1
30342,fig-000042,1
30427,fig-001931,1
30552,fig-001932,1
30681,fig-001933,1
30690,fig-001934,1
30699,fig-001935,1
30701,fig-001936,1
30861,fig-001937,1
30862,fig-001938,1
30936,fig-000209,1
30938,fig-001939,1
30944,fig-000406,1
30946,fig-001940,1
30977,fig-002727,1
31014,fig-001941,1
31015,fig-001942,1
31017,fig-001943,1
31047,fig-001944,1
31049,fig-000516,1
31157,fig-001808,1
31288,fig-001945,1
31289,fig-001946,1
31291,fig-001947,1
31356,fig-001948,1
31507,fig-001949,1
31575,fig-001950,1
31690,fig-001951,1
31692,fig-001952,1
31696,fig-001953,1
31700,fig-001087,1
31707,fig-001954,1
31732,fig-001955,2
31769,fig-001956,1
31817,fig-000447,1
31817,fig-002511,1
31839,fig-001957,1
31840,fig-001958,1
31841,fig-001959,1
31842,fig-001960,1
31843,fig-001961,1
31844,fig-001962,1
31845,fig-001963,1
31846,fig-001964,1
31847,fig-001965,1
31849,fig-001966,1
31850,fig-001967,1
31851,fig-001968,1
31852,fig-001969,1
31853,fig-001970,1
31854,fig-001971,1
31855,fig-001972,1
31856,fig-001973,1
31857,fig-001974,1
31859,fig-001975,1
31976,fig-001908,1
32012,fig-001976,1
32102,fig-001977,1
32226,fig-001978,1
32236,fig-001979,1
32297,fig-001980,1
32298,fig-001908,1
32323,fig-002333,1
32323,fig-002441,1
32323,fig-002443,1
32389,fig-001981,1
32531,fig-001982,1
32632,fig-001983,1
32634,fig-001984,1
32686,fig-001985,1
32746,fig-001986,1
32824,fig-002432,1
32824,fig-002433,1
32910,fig-001987,1
33130,fig-001078,1
33343,fig-001988,1
33466,fig-001989,1
33528,fig-001990,1
33557,fig-000636,1
33760,fig-001991,1
33841,fig-001992,1
34080,fig-001993,1
34081,fig-001994,1
34082,fig-001995,1
34083,fig-001996,1
34084,fig-001997,1
34085,fig-001998,1
34086,fig-001999,1
34087,fig-002000,1
34088,fig-002001,1
34089,fig-002002,1
34090,fig-002003,1
34091,fig-002004,1
34092,fig-002005,1
34093,fig-002006,1
34094,fig-002007,1
34095,fig-002008,1
34096,fig-002009,1
34097,fig-002010,1
34119,fig-002011,1
34188,fig-002198,1
34188,fig-002202,1
34188,fig-002203,1
34188,fig-002204,1
34386,fig-000299,1
34387,fig-002012,1
34426,fig-002013,1
34471,fig-001302,1
34471,fig-002222,1
34473,fig-002014,1
34474,fig-002015,1
34534,fig-002016,1
34537,fig-002017,1
34538,fig-002018,1
34726,fig-002019,1
34743,fig-002020,1
34824,fig-002021,1
34828,fig-001770,1
34848,fig-001761,1
34849,fig-002022,1
34876,fig-002023,1
34877,fig-002024,1
34878,fig-002730,1
34879,fig-002140,1
34900,fig-002025,1
34980,fig-002146,1
34980,fig-002662,1
34980,fig-002663,1
34981,fig-002026,1
35005,fig-002027,1
35033,fig-002144,1
35033,fig-002656,1
35033,fig-002657,1
35033,fig-002658,1
35033,fig-002659,1
35033,fig-002660,1
35033,fig-002661,1
35034,fig-002644,1
35034,fig-002645,1
35035,fig-002652,1
35035,fig-002653,1
35036,fig-002675,1
35036,fig-002676,1
35037,fig-002666,1
35037,fig-002667,1
35038,fig-002106,1
35038,fig-002679,1
35039,fig-001672,1
35039,fig-001673,1
35060,fig-002665,1
35060,fig-002673,1
35060,fig-002674,1
35061,fig-002664,1
35061,fig-002665,1
35062,fig-002648,1
35062,fig-002649,1
35063,fig-002674,1
35099,fig-002029,1
35100,fig-002030,1
35101,fig-002031,1
35102,fig-002032,1
35103,fig-002033,1
35184,fig-002034,1
35212,fig-002035,1
35216,fig-002036,1
35217,fig-001274,1
35268,fig-002037,1
35274,fig-002038,1
35317,fig-002039,1
35365,fig-002040,1
35419,fig-002041,1
35468,fig-002042,1
35703,fig-002026,1
35733,fig-002043,1
35736,fig-002044,1
35862,fig-001818,1
35863,fig-002045,1
36005,fig-002046,1
36077,fig-002047,1
36078,fig-000581,1
36163,fig-001566,1
36327,fig-002048,1
36332,fig-002049,1
36439,fig-001002,1
36469,fig-002050,1
36567,fig-002051,1
36568,fig-002052,1
36575,fig-001546,1
36600,fig-002053,1
36617,fig-002054,1
36721,fig-002055,1
36762,fig-000775,1
36873,fig-002056,1
36906,fig-002057,1
36967,fig-002058,1
37165,fig-002059,1
37351,fig-001818,1
37357,fig-002060,1
37424,fig-002061,1
37531,fig-002555,1
37532,fig-002062,1
37533,fig-002063,1
37707,fig-002064,1
37801,fig-001585,1
37810,fig-002065,1
37855,fig-002066,1
37864,fig-001870,1
38066,fig-002067,1
38075,fig-002068,1
38812,fig-002069,1
38828,fig-000062,2
38829,fig-000062,2
38830,fig-000062,1
38831,fig-000062,5
38833,fig-000062,1
38834,fig-000062,1
38835,fig-000107,1
38836,fig-000062,1
38837,fig-000062,2
38838,fig-000107,1
38840,fig-000062,1
38841,fig-000062,1
38961,fig-000065,1
38998,fig-002070,1
38999,fig-002071,1
39000,fig-002072,1
39001,fig-002073,1
39002,fig-002074,1
39003,fig-002075,1
39004,fig-002076,1
39005,fig-002077,1
39006,fig-002078,1
39007,fig-002079,1
39008,fig-002080,1
39009,fig-002081,1
39010,fig-002082,1
39011,fig-002083,1
39012,fig-002084,1
39226,fig-002085,1
39237,fig-002086,1
39238,fig-002685,1
39238,fig-002686,1
39251,fig-002045,1
39790,fig-002087,1
39807,fig-002087,1
39833,fig-002088,1
39839,fig-002089,1
39912,fig-002090,1
39913,fig-002091,1
39914,fig-002092,1
39916,fig-002093,1
40304,fig-002094,1
40398,fig-002095,1
40488,fig-002096,1
40531,fig-000248,1
40723,fig-000817,1
40826,fig-002097,1
40922,fig-002098,1
40966,fig-002099,1
41005,fig-000620,1
41286,fig-002100,1
41413,fig-002015,1
41416,fig-001846,1
41555,fig-001050,1
41751,fig-002101,1
42045,fig-001514,1
42228,fig-002102,1
42437,fig-002103,1
42439,fig-002104,1
42460,fig-002629,1
42461,fig-002713,1
42461,fig-002714,1
42462,fig-002719,1
42462,fig-002720,1
42463,fig-002701,1
42463,fig-002702,1
42463,fig-002706,1
42464,fig-002653,1
42464,fig-002715,1
42464,fig-002716,1
42465,fig-002707,1
42465,fig-002708,1
42465,fig-002709,1
42467,fig-002106,1
42468,fig-002717,1
42468,fig-002718,1
42470,fig-002085,1
42478,fig-002107,1
42479,fig-002108,1
42485,fig-002109,1
42486,fig-002110,1
42487,fig-002111,1
42488,fig-002680,1
42489,fig-002112,1
42490,fig-002113,1
42491,fig-002114,1
42501,fig-000006,1
42501,fig-000007,1
42502,fig-002115,1
42522,fig-002116,1
42590,fig-002698,1
42590,fig-002700,1
42604,fig-002117,1
42620,fig-002118,1
42722,fig-002100,1
42723,fig-002119,1
42724,fig-002120,1
42726,fig-002121,1
42731,fig-001669,1
42769,fig-002776,1
42774,fig-002122,1
42836,fig-002123,1
42910,fig-002124,1
42968,fig-002125,1
43283,fig-002710,1
43283,fig-002712,1
43364,fig-002126,1
43484,fig-002127,1
43594,fig-000425,1
43595,fig-002128,1
43596,fig-002113,1
43609,fig-002332,1
43611,fig-002129,1
43697,fig-002130,1
43839,fig-002131,1
43844,fig-002132,1
43989,fig-000365,1
43990,fig-000365,1
44067,fig-002133,1
44094,fig-000448,1
44101,fig-002024,1
44190,fig-002134,1
44626,fig-002135,1
45016,fig-001818,1
45076,fig-002136,1
45400,fig-002137,1
45437,fig-002138,1
45514,fig-002139,1
45794,fig-002140,1
45890,fig-002141,1
46354,fig-002114,1
46550,fig-002381,1
46550,fig-002382,1
46550,fig-002383,1
46550,fig-002384,1
46550,fig-002385,1
46856,fig-001938,1
47268,fig-002023,1
47369,fig-002142,1
47370,fig-002143,1
47371,fig-002144,1
47372,fig-002145,1
47373,fig-002146,1
47630,fig-002147,1
47656,fig-002041,1
48429,fig-002148,1
48430,fig-002149,1
48564,fig-002150,1
48882,fig-002151,1
49167,fig-002152,1
49590,fig-002153,1
49596,fig-002055,1
50023,fig-002142,1
50024,fig-002143,1
50026,fig-002144,1
50027,fig-002145,1
50028,fig-002146,1
50093,fig-002142,1
50094,fig-002142,1
50095,fig-002142,1
50097,fig-002143,1
50098,fig-002143,1
50099,fig-002143,1
50100,fig-002144,1
50101,fig-002144,1
50102,fig-002144,1
50103,fig-002145,1
50104,fig-002145,1
50105,fig-002145,1
50106,fig-002146,1
50107,fig-002146,1
50108,fig-002146,1
50169,fig-000811,1
50253,fig-002111,1
50254,fig-002111,1
50255,fig-002111,1
50256,fig-002111,1
50257,fig-002110,1
50258,fig-002110,1
50259,fig-002110,1
50260,fig-002110,1
50261,fig-002109,1
50262,fig-002109,1
50263,fig-002109,1
50264,fig-002109,1
50266,fig-002680,1
50267,fig-002680,1
50268,fig-002680,1
50270,fig-002680,1
50271,fig-002112,1
50272,fig-002112,1
50273,fig-002112,1
50274,fig-002112,1
50631,fig-002155,1
